component_id,lot_id,wafer_id,val_0h,val_24h,val_96h,val_168h,iddq_0h,iddq_24h,tpd_0h,tpd_24h,static_limit,static_pass_0h,static_pass_24h,defect_type,is_defective
IC_2549,LOT_F,W02,10.6119,12.0195,13.7405,13.9223,2.4287,2.5303,14.4209,14.489,50.0,1,1,normal,0
IC_2550,LOT_D,W16,8.506,9.9288,11.3713,11.929,2.3633,2.428,11.719,11.8668,50.0,1,1,normal,0
IC_2551,LOT_F,W04,11.1426,12.5816,14.3119,15.3016,2.378,2.438,13.8035,13.9081,50.0,1,1,normal,0
IC_2552,LOT_F,W07,9.4868,10.7741,11.8416,12.5945,1.8809,1.9229,12.8688,13.0706,50.0,1,1,normal,0
IC_2553,LOT_E,W21,10.0383,10.8651,11.3422,12.7739,1.7995,1.865,12.4491,12.3846,50.0,1,1,normal,0
IC_2554,LOT_D,W09,10.1045,11.1797,12.084,12.6223,2.6019,2.6085,11.5283,11.6085,50.0,1,1,normal,0
IC_2555,LOT_C,W08,43.6103,45.806,48.3095,47.2552,4.7901,4.9311,17.2831,17.5242,50.0,1,1,latent_distribution_outlier,1
IC_2556,LOT_B,W13,11.0119,11.5165,12.4967,13.7548,2.4937,2.5359,9.5977,9.6935,50.0,1,1,normal,0
IC_2557,LOT_B,W06,10.3546,11.6431,12.6543,13.6179,2.2227,2.342,11.4043,11.5399,50.0,1,1,normal,0
IC_2558,LOT_A,W08,44.2194,46.6568,48.605,49.9255,5.5894,5.7075,16.6426,16.8652,50.0,1,1,latent_distribution_outlier,1
IC_2559,LOT_B,W14,6.6002,7.5319,9.1068,9.2199,2.0987,2.2138,10.3264,10.4142,50.0,1,1,normal,0
IC_2560,LOT_A,W17,9.3176,10.5701,10.9644,12.7732,2.2619,2.3643,10.8862,11.0878,50.0,1,1,normal,0
IC_2561,LOT_E,W09,9.6933,11.3644,12.8353,13.4632,2.3571,2.4964,11.3621,11.6003,50.0,1,1,normal,0
IC_2562,LOT_F,W02,8.5197,9.6379,11.076,11.834,2.1142,2.2054,13.0231,13.1277,50.0,1,1,normal,0
IC_2563,LOT_E,W23,8.0702,9.4993,11.2195,11.7015,1.637,1.7747,12.4568,12.5837,50.0,1,1,normal,0
IC_2564,LOT_B,W17,9.3607,10.6304,11.845,12.8107,2.5953,2.6345,12.1301,12.3307,50.0,1,1,normal,0
IC_2565,LOT_B,W18,10.2315,11.4308,12.3606,13.6378,2.5878,2.6589,11.8685,12.0299,50.0,1,1,normal,0
IC_2566,LOT_C,W02,12.3444,13.4369,14.974,15.4116,1.9306,2.02,12.7165,12.8313,50.0,1,1,normal,0
IC_2567,LOT_B,W16,9.5408,10.391,11.3056,11.5115,2.2302,2.305,10.9665,11.0068,50.0,1,1,normal,0
IC_2568,LOT_D,W17,8.3628,9.339,9.8642,10.1087,2.1124,2.186,11.1751,11.257,50.0,1,1,normal,0
IC_2569,LOT_C,W12,10.0777,11.0121,12.5778,13.7271,2.0836,2.1474,11.0989,10.9881,50.0,1,1,normal,0
IC_2570,LOT_C,W02,14.1701,14.7946,15.505,16.1824,2.4924,2.541,10.9461,11.074,50.0,1,1,normal,0
IC_2571,LOT_A,W03,7.7352,8.878,9.953,10.3759,1.8498,1.9131,11.381,11.5796,50.0,1,1,normal,0
IC_2572,LOT_C,W15,12.5785,14.0293,15.5572,17.1553,2.1092,2.1758,12.0518,12.2441,50.0,1,1,normal,0
IC_2573,LOT_C,W09,11.0521,17.3825,51.8556,99.3999,2.4787,2.8567,12.5103,13.2901,50.0,1,1,early_drifter,1
IC_2574,LOT_F,W20,10.352,11.6083,12.9464,13.7937,1.8792,1.9808,13.8831,14.018,50.0,1,1,normal,0
IC_2575,LOT_B,W02,9.4532,11.1384,12.4189,13.0912,2.742,2.8531,12.7721,12.9527,50.0,1,1,normal,0
IC_2576,LOT_B,W20,10.1514,10.5271,11.1915,12.1347,2.7398,2.7606,9.842,9.9523,50.0,1,1,normal,0
IC_2577,LOT_B,W01,9.2889,10.6215,12.4563,13.8902,2.3089,2.367,10.9418,11.1198,50.0,1,1,normal,0
IC_2578,LOT_D,W02,11.9975,13.4079,15.116,15.7076,2.7437,2.8134,12.2828,12.247,50.0,1,1,normal,0
IC_2579,LOT_F,W07,11.9596,12.5262,13.4042,13.6695,2.2204,2.2479,13.363,13.4176,50.0,1,1,normal,0
IC_2580,LOT_A,W23,9.0915,10.5193,11.8879,11.8229,3.0359,3.0985,11.291,11.3253,50.0,1,1,normal,0
IC_2581,LOT_D,W08,9.0008,10.5169,12.054,12.5597,2.528,2.615,12.6041,12.7766,50.0,1,1,normal,0
IC_2582,LOT_E,W13,11.4872,12.7325,14.675,15.4139,2.2307,2.2327,13.6643,13.8879,50.0,1,1,normal,0
IC_2583,LOT_A,W01,9.9451,13.0388,30.1779,54.3591,2.8674,3.0377,11.6887,12.1345,50.0,1,1,early_drifter,1
IC_2584,LOT_C,W18,11.0224,11.8758,12.9745,12.8533,2.3303,2.3199,11.3952,11.5496,50.0,1,1,normal,0
IC_2585,LOT_F,W13,10.3244,11.4321,12.4194,13.237,2.71,2.7797,12.2623,12.3236,50.0,1,1,normal,0
IC_2586,LOT_C,W21,9.7598,10.5373,11.5546,12.9278,1.9794,1.9912,12.0182,12.0843,50.0,1,1,normal,0
IC_2587,LOT_F,W11,12.0368,13.0937,14.2161,15.1676,2.2989,2.3476,13.0639,13.2015,50.0,1,1,normal,0
IC_2588,LOT_A,W23,35.7732,37.6421,39.3459,40.0245,4.4364,4.5217,15.8507,16.1078,50.0,1,1,latent_distribution_outlier,1
IC_2589,LOT_E,W01,11.2253,12.8583,14.4779,14.7294,2.6088,2.7387,13.4842,13.6744,50.0,1,1,normal,0
IC_2590,LOT_C,W10,65.9212,69.256,78.5509,99.6168,6.3525,6.6104,20.5546,20.8901,50.0,0,0,gross_failure,1
IC_2591,LOT_D,W19,11.4472,13.0365,14.2403,15.0444,2.6217,2.6926,11.3373,11.6309,50.0,1,1,normal,0
IC_2592,LOT_C,W03,10.8222,11.8624,13.464,14.0981,2.1123,2.1663,10.0957,10.2058,50.0,1,1,normal,0
IC_2593,LOT_E,W01,8.9761,10.0006,11.5155,12.6313,1.927,1.9576,12.4037,12.4504,50.0,1,1,normal,0
IC_2594,LOT_F,W22,11.5434,12.269,12.4781,13.6304,2.314,2.3295,14.249,14.3602,50.0,1,1,normal,0
IC_2595,LOT_A,W14,10.067,11.4458,13.7055,14.407,2.7331,2.7629,10.5729,10.643,50.0,1,1,normal,0
IC_2596,LOT_B,W05,8.8074,9.9982,11.6395,11.8586,1.914,2.0218,11.5732,11.7243,50.0,1,1,normal,0
IC_2597,LOT_C,W05,10.8077,12.2544,13.7381,14.4018,1.8705,1.9585,12.6745,12.9487,50.0,1,1,normal,0
IC_2598,LOT_D,W11,9.588,10.9313,12.4651,13.0974,2.6555,2.7353,13.4741,13.5646,50.0,1,1,normal,0
IC_2599,LOT_D,W07,9.7023,11.3149,12.8138,13.7434,2.313,2.4353,11.0722,11.1775,50.0,1,1,normal,0
IC_2600,LOT_B,W09,68.6123,78.1943,96.9227,125.749,7.0493,7.6065,18.7723,19.9197,50.0,0,0,gross_failure,1
IC_2601,LOT_D,W15,9.5614,11.485,13.1012,14.3372,2.7377,2.8485,12.1875,12.3217,50.0,1,1,normal,0
IC_2602,LOT_C,W10,10.0664,11.2021,12.8949,13.0778,2.2807,2.3511,11.8764,12.1388,50.0,1,1,normal,0
IC_2603,LOT_A,W08,6.9208,8.3248,9.618,9.4744,1.861,1.9259,11.3863,11.6076,50.0,1,1,normal,0
IC_2604,LOT_D,W23,8.9423,10.7335,12.1226,12.9559,2.1685,2.2962,10.6733,10.8304,50.0,1,1,normal,0
IC_2605,LOT_C,W06,11.4217,12.3128,13.5912,13.9737,2.0448,2.1016,12.6875,12.8034,50.0,1,1,normal,0
IC_2606,LOT_E,W19,9.0154,10.8941,11.8832,13.3601,2.0337,2.1789,12.633,12.9647,50.0,1,1,normal,0
IC_2607,LOT_A,W16,7.8597,9.0977,10.5068,10.4551,2.3887,2.4595,11.2117,11.3681,50.0,1,1,normal,0
IC_2608,LOT_C,W19,11.3856,13.1653,14.6431,15.9632,2.1785,2.3046,10.9794,11.0651,50.0,1,1,normal,0
IC_2609,LOT_E,W01,43.7027,45.5213,48.0489,49.3615,4.615,4.6856,17.0568,17.3029,50.0,1,1,latent_distribution_outlier,1
IC_2610,LOT_D,W01,9.2476,10.7728,12.4982,13.8422,2.3865,2.4709,12.2786,12.4099,50.0,1,1,normal,0
IC_2611,LOT_E,W24,11.0326,11.8932,12.706,13.0976,2.0033,2.0469,13.4736,13.5846,50.0,1,1,normal,0
IC_2612,LOT_B,W06,11.7614,13.166,14.8662,14.943,2.4768,2.5834,10.923,11.0726,50.0,1,1,normal,0
IC_2613,LOT_D,W13,10.656,11.9101,13.8388,14.6842,2.6757,2.687,11.4866,11.558,50.0,1,1,normal,0
IC_2614,LOT_D,W01,8.1713,9.6706,11.066,12.7197,2.3919,2.418,10.2418,10.3397,50.0,1,1,normal,0
IC_2615,LOT_F,W20,9.7162,11.148,13.0651,14.2843,2.219,2.2126,13.2317,13.1953,50.0,1,1,normal,0
IC_2616,LOT_A,W01,56.6049,64.2802,75.5396,103.8322,5.9813,6.3775,18.2542,19.1703,50.0,0,0,gross_failure,1
IC_2617,LOT_D,W06,8.674,9.6114,10.1867,11.0636,2.2855,2.3128,11.341,11.5514,50.0,1,1,normal,0
IC_2618,LOT_E,W14,10.037,11.8725,13.255,14.0508,2.5975,2.7317,12.4675,12.606,50.0,1,1,normal,0
IC_2619,LOT_C,W16,11.6745,14.7671,32.9655,55.5341,2.5888,2.7117,11.9993,12.4584,50.0,1,1,early_drifter,1
IC_2620,LOT_A,W01,8.7808,9.7212,11.0623,11.5287,2.3591,2.4029,10.8653,11.1835,50.0,1,1,normal,0
IC_2621,LOT_D,W05,8.3993,9.7615,10.8633,11.5258,2.5975,2.6538,10.8797,10.9836,50.0,1,1,normal,0
IC_2622,LOT_A,W11,9.8892,10.9112,12.0237,13.5001,2.2841,2.3704,10.9301,11.0371,50.0,1,1,normal,0
IC_2623,LOT_E,W15,11.2138,11.9676,13.3779,13.6233,2.1502,2.2097,12.6034,12.6055,50.0,1,1,normal,0
IC_2624,LOT_E,W19,9.4818,11.0596,12.4454,13.682,2.0247,2.1836,12.1782,12.4876,50.0,1,1,normal,0
IC_2625,LOT_C,W15,45.7737,48.1517,49.6225,50.149,5.1519,5.292,16.3676,16.6386,50.0,1,1,latent_distribution_outlier,1
IC_2626,LOT_A,W03,8.572,9.9437,11.2691,12.1402,2.3177,2.4008,10.3979,10.4576,50.0,1,1,normal,0
IC_2627,LOT_E,W24,12.5369,13.8069,14.9947,15.615,2.4162,2.5347,13.3725,13.4807,50.0,1,1,normal,0
IC_2628,LOT_C,W22,12.7251,13.884,14.8333,15.8093,2.1069,2.1709,12.7854,12.8868,50.0,1,1,normal,0
IC_2629,LOT_F,W23,11.0845,11.8412,13.162,13.7309,2.2819,2.3297,13.6883,13.5647,50.0,1,1,normal,0
IC_2630,LOT_F,W16,13.7178,15.3414,16.6873,18.3522,2.5682,2.6231,13.2042,13.4911,50.0,1,1,normal,0
IC_2631,LOT_E,W04,10.7293,11.5344,12.7314,13.6867,2.5216,2.5922,12.6325,12.7405,50.0,1,1,normal,0
IC_2632,LOT_A,W23,7.934,8.9333,10.4918,10.91,2.4111,2.4395,10.5421,10.6217,50.0,1,1,normal,0
IC_2633,LOT_F,W14,11.3805,12.4363,13.0663,13.4587,1.5727,1.6275,12.22,12.3995,50.0,1,1,normal,0
IC_2634,LOT_C,W20,9.816,10.9657,12.3671,13.0343,2.1767,2.2541,11.4126,11.6736,50.0,1,1,normal,0
IC_2635,LOT_D,W10,11.8031,13.5729,15.1408,16.681,2.6451,2.7579,12.6011,12.8372,50.0,1,1,normal,0
IC_2636,LOT_D,W07,10.6008,11.7236,12.6432,13.9409,2.28,2.3736,11.684,11.7934,50.0,1,1,normal,0
IC_2637,LOT_C,W04,9.964,11.3534,12.2893,12.9691,2.086,2.1642,11.002,11.1464,50.0,1,1,normal,0
IC_2638,LOT_A,W10,69.3887,78.1502,84.4276,105.0507,6.761,7.3067,19.5437,20.781,50.0,0,0,gross_failure,1
IC_2639,LOT_E,W19,8.6159,9.9427,11.1331,11.5527,2.0411,2.1573,12.5382,12.5737,50.0,1,1,normal,0
IC_2640,LOT_A,W06,8.8141,9.7062,10.6654,11.0751,2.7585,2.8499,10.8522,11.0627,50.0,1,1,normal,0
IC_2641,LOT_B,W20,6.4468,7.9631,9.5126,10.9947,2.0846,2.2062,10.3483,10.6436,50.0,1,1,normal,0
IC_2642,LOT_B,W08,8.5854,9.5011,10.5622,12.1767,2.2498,2.2891,12.6511,12.5884,50.0,1,1,normal,0
IC_2643,LOT_D,W22,11.3336,12.4055,12.8286,14.7167,2.6332,2.7177,12.7021,12.8561,50.0,1,1,normal,0
IC_2644,LOT_F,W06,10.3448,11.1292,12.0997,12.9686,1.923,1.9896,14.3507,14.4526,50.0,1,1,normal,0
IC_2645,LOT_D,W01,9.6801,10.6604,11.7967,12.1031,2.3891,2.4668,12.2858,12.4768,50.0,1,1,normal,0
IC_2646,LOT_B,W21,9.4737,10.1909,10.931,12.1365,2.9899,3.0051,11.6424,11.7961,50.0,1,1,normal,0
IC_2647,LOT_F,W15,11.0561,12.6699,14.1588,15.3599,2.437,2.515,13.743,14.0201,50.0,1,1,normal,0
IC_2648,LOT_D,W07,9.1053,10.725,11.8332,13.5556,2.3671,2.4283,11.1802,11.3797,50.0,1,1,normal,0
IC_2649,LOT_F,W02,12.3636,13.261,14.1881,13.7488,2.3661,2.4176,15.1968,15.4526,50.0,1,1,normal,0
IC_2650,LOT_F,W23,9.7803,10.6489,12.3767,12.6103,2.0598,2.082,13.0481,12.9773,50.0,1,1,normal,0
IC_2651,LOT_D,W16,7.9156,9.3492,10.8027,11.5907,2.1036,2.2144,11.216,11.426,50.0,1,1,normal,0
IC_2652,LOT_A,W05,12.3536,13.67,14.9707,15.8483,2.9269,2.9869,11.39,11.5838,50.0,1,1,normal,0
IC_2653,LOT_B,W19,8.6539,9.6471,11.1474,11.8284,2.6041,2.6529,12.039,12.1926,50.0,1,1,normal,0
IC_2654,LOT_E,W16,10.0664,11.067,11.5439,11.8426,2.3193,2.3279,11.9038,11.9631,50.0,1,1,normal,0
IC_2655,LOT_B,W11,8.5709,10.1536,11.7379,12.3847,2.4713,2.6109,11.8072,12.0615,50.0,1,1,normal,0
IC_2656,LOT_A,W09,11.1876,12.6431,14.3504,14.9644,2.4383,2.5399,11.496,11.6178,50.0,1,1,normal,0
IC_2657,LOT_A,W06,8.6643,10.0111,11.1762,12.1393,2.6997,2.7814,11.121,11.2975,50.0,1,1,normal,0
IC_2658,LOT_B,W20,7.2098,8.1176,9.7157,10.601,2.7536,2.7792,11.4074,11.6865,50.0,1,1,normal,0
IC_2659,LOT_F,W22,10.4818,11.7474,13.0419,13.7949,2.086,2.1046,12.4251,12.5364,50.0,1,1,normal,0
IC_2660,LOT_F,W06,9.3683,12.7346,30.6011,54.0528,1.9662,2.1431,11.7428,12.1387,50.0,1,1,early_drifter,1
IC_2661,LOT_D,W06,8.0528,9.3905,10.2135,10.4933,2.1621,2.2186,11.1823,11.5107,50.0,1,1,normal,0
IC_2662,LOT_F,W19,10.4946,11.7561,13.3822,14.1834,1.7946,1.8119,13.8389,14.1414,50.0,1,1,normal,0
IC_2663,LOT_B,W02,6.2509,7.4891,8.4841,9.8993,2.399,2.4961,10.9197,11.0877,50.0,1,1,normal,0
IC_2664,LOT_C,W19,11.4004,12.2009,13.4938,14.0615,2.4758,2.5417,10.1601,10.2855,50.0,1,1,normal,0
IC_2665,LOT_C,W02,11.6806,13.3691,14.5177,15.5551,2.3542,2.4586,12.575,12.9109,50.0,1,1,normal,0
IC_2666,LOT_A,W10,8.5178,13.9215,46.5568,88.1319,2.5534,2.8753,10.3893,10.8768,50.0,1,1,early_drifter,1
IC_2667,LOT_E,W14,10.8288,11.4837,12.4151,12.2264,2.4217,2.4589,12.2079,12.1216,50.0,1,1,normal,0
IC_2668,LOT_F,W04,9.6877,11.2393,12.4234,13.1669,1.9047,1.9654,13.2368,13.358,50.0,1,1,normal,0
IC_2669,LOT_C,W23,10.5783,11.5259,11.9414,13.9297,1.6476,1.7187,11.7399,11.9227,50.0,1,1,normal,0
IC_2670,LOT_E,W16,7.9323,9.1529,11.0068,11.2132,2.0601,2.1395,12.1515,12.1017,50.0,1,1,normal,0
IC_2671,LOT_D,W04,8.7709,10.076,11.1881,11.4984,1.8797,1.9809,12.3427,12.5841,50.0,1,1,normal,0
IC_2672,LOT_B,W20,8.7909,9.7878,10.8588,11.0943,2.8413,2.9053,10.1707,10.2908,50.0,1,1,normal,0
IC_2673,LOT_F,W17,13.0181,14.396,15.7933,16.9926,2.5081,2.5681,12.0061,12.0724,50.0,1,1,normal,0
IC_2674,LOT_F,W11,11.6949,13.1944,14.9547,15.7192,2.3266,2.4158,14.4979,14.6957,50.0,1,1,normal,0
IC_2675,LOT_D,W15,11.3406,12.6628,14.3257,14.7322,2.4979,2.595,10.7521,10.9559,50.0,1,1,normal,0
IC_2676,LOT_D,W04,11.8749,13.2463,14.655,15.4112,2.546,2.6135,11.8803,12.065,50.0,1,1,normal,0
IC_2677,LOT_F,W20,10.7473,12.1458,13.6613,14.7947,2.4271,2.4706,13.2543,13.2578,50.0,1,1,normal,0
IC_2678,LOT_C,W24,11.4202,12.0759,13.0745,14.1636,1.9252,1.978,12.2328,12.2927,50.0,1,1,normal,0
IC_2679,LOT_F,W13,13.0865,14.2528,15.5557,15.5836,2.5408,2.6124,13.1459,13.5446,50.0,1,1,normal,0
IC_2680,LOT_B,W11,6.8275,8.6947,9.9501,11.4447,1.9271,2.0522,9.3927,9.7538,50.0,1,1,normal,0
IC_2681,LOT_A,W15,6.8417,7.606,8.9603,9.2623,2.6109,2.6222,11.7888,11.9797,50.0,1,1,normal,0
IC_2682,LOT_C,W13,12.4472,13.5638,14.4332,15.0077,2.3337,2.4314,11.5802,11.5999,50.0,1,1,normal,0
IC_2683,LOT_B,W10,9.8006,10.5931,11.7431,12.5583,2.8071,2.8391,12.3433,12.4226,50.0,1,1,normal,0
IC_2684,LOT_B,W04,9.2329,11.1452,12.3137,14.28,2.7366,2.8466,12.3436,12.5829,50.0,1,1,normal,0
IC_2685,LOT_B,W16,9.1877,10.6911,11.9144,13.0379,2.3758,2.4599,11.0283,11.0572,50.0,1,1,normal,0
IC_2686,LOT_F,W15,11.037,12.4064,13.7141,15.312,2.188,2.2397,10.531,10.7723,50.0,1,1,normal,0
IC_2687,LOT_A,W10,7.505,9.1599,10.3865,11.4539,2.4274,2.5164,11.7695,12.0308,50.0,1,1,normal,0
IC_2688,LOT_E,W24,11.2466,12.4395,13.347,13.7499,1.9513,2.0255,12.6409,12.7076,50.0,1,1,normal,0
IC_2689,LOT_D,W09,9.1778,10.1953,11.0246,11.943,2.447,2.4833,10.8157,10.9265,50.0,1,1,normal,0
IC_2690,LOT_E,W16,12.7907,14.1368,15.5159,15.7483,2.4135,2.4877,13.4702,13.6349,50.0,1,1,normal,0
IC_2691,LOT_C,W20,12.3761,16.1483,36.8904,66.3494,2.4526,2.6635,12.3626,12.8657,50.0,1,1,early_drifter,1
IC_2692,LOT_D,W01,7.9722,8.7983,10.0885,11.0493,2.2129,2.299,10.4981,10.7004,50.0,1,1,normal,0
IC_2693,LOT_B,W03,8.027,9.2571,10.3535,11.1056,2.3251,2.4071,12.0305,12.0078,50.0,1,1,normal,0
IC_2694,LOT_B,W06,38.8104,39.7998,42.1307,42.9342,4.8319,4.8869,15.7844,16.0137,50.0,1,1,latent_distribution_outlier,1
IC_2695,LOT_E,W12,11.406,12.7683,14.0414,14.5899,2.086,2.1463,13.0212,13.1567,50.0,1,1,normal,0
IC_2696,LOT_C,W14,9.7889,11.1049,12.7321,13.661,2.2667,2.3783,10.7226,10.7737,50.0,1,1,normal,0
IC_2697,LOT_F,W18,11.9324,12.8643,13.8235,14.8014,2.2743,2.2786,14.4723,14.586,50.0,1,1,normal,0
IC_2698,LOT_C,W11,11.66,13.3579,15.46,16.4366,2.2152,2.3356,11.5417,11.8781,50.0,1,1,normal,0
IC_2699,LOT_D,W16,11.7435,16.6632,43.8436,78.9859,2.515,2.8283,11.9977,12.6832,50.0,1,1,early_drifter,1
IC_2700,LOT_E,W02,11.869,13.1031,14.4773,14.8993,2.4422,2.5113,12.3465,12.4936,50.0,1,1,normal,0
IC_2701,LOT_E,W21,32.16,34.1411,36.0702,36.3528,3.8686,3.905,15.8325,16.1482,50.0,1,1,latent_distribution_outlier,1
IC_2702,LOT_A,W20,9.604,10.7807,12.3459,12.3592,2.3678,2.4239,11.276,11.4374,50.0,1,1,normal,0
IC_2703,LOT_F,W07,11.8362,13.179,14.5016,15.4768,2.3155,2.4179,13.2925,13.2448,50.0,1,1,normal,0
IC_2704,LOT_A,W24,8.5153,9.8577,11.5132,11.8069,2.0824,2.1868,11.6363,11.5666,50.0,1,1,normal,0
IC_2705,LOT_B,W14,8.2595,9.6572,10.6583,10.9337,2.6047,2.6279,10.8773,11.0726,50.0,1,1,normal,0
IC_2706,LOT_C,W11,13.2961,19.0768,52.4769,97.9202,2.0226,2.3827,12.7667,13.5079,50.0,1,1,early_drifter,1
IC_2707,LOT_A,W12,10.8917,12.0941,12.8494,13.2114,2.7668,2.8038,11.8282,11.9623,50.0,1,1,normal,0
IC_2708,LOT_E,W11,9.6188,11.2529,12.3475,13.6177,2.217,2.3157,12.6718,12.8623,50.0,1,1,normal,0
IC_2709,LOT_F,W16,10.8055,11.9523,13.0612,13.9606,2.3973,2.4701,14.2572,14.4285,50.0,1,1,normal,0
IC_2710,LOT_F,W06,12.039,13.6791,15.5941,15.8977,2.3765,2.4725,13.1395,13.2746,50.0,1,1,normal,0
IC_2711,LOT_C,W08,37.423,38.8339,39.5202,39.4045,4.3762,4.4382,14.8017,14.8507,50.0,1,1,latent_distribution_outlier,1
IC_2712,LOT_D,W10,11.0883,11.9941,13.2379,13.4072,2.4003,2.5169,11.7571,11.7676,50.0,1,1,normal,0
IC_2713,LOT_D,W04,10.8692,12.1311,13.3861,14.599,2.5164,2.604,12.4175,12.4976,50.0,1,1,normal,0
IC_2714,LOT_E,W14,9.2793,10.507,11.7621,11.765,2.1424,2.1877,12.2759,12.4132,50.0,1,1,normal,0
IC_2715,LOT_F,W04,8.5756,9.4678,10.5119,11.6663,1.6261,1.624,12.8156,12.8567,50.0,1,1,normal,0
IC_2716,LOT_F,W15,10.388,11.438,12.6527,13.4038,2.2537,2.3126,13.3447,13.5148,50.0,1,1,normal,0
IC_2717,LOT_D,W18,11.1109,12.009,12.8505,13.893,2.3863,2.3933,10.6884,10.7016,50.0,1,1,normal,0
IC_2718,LOT_E,W14,11.5114,12.5179,13.0372,14.0605,2.3674,2.4391,12.14,12.3579,50.0,1,1,normal,0
IC_2719,LOT_F,W19,11.9897,13.4916,14.7981,14.8457,2.281,2.378,13.4742,13.7234,50.0,1,1,normal,0
IC_2720,LOT_A,W14,6.4333,7.3117,7.7402,9.0015,2.2416,2.2254,10.9998,11.1672,50.0,1,1,normal,0
IC_2721,LOT_C,W20,10.7682,12.3709,13.6573,15.1253,2.0223,2.1501,11.2646,11.3797,50.0,1,1,normal,0
IC_2722,LOT_D,W18,9.2795,10.5665,11.4922,12.5638,2.4618,2.5338,11.5844,11.7385,50.0,1,1,normal,0
IC_2723,LOT_E,W12,5.7996,6.2699,7.4203,8.467,1.9754,2.0164,12.0344,12.0281,50.0,1,1,normal,0
IC_2724,LOT_D,W08,41.4223,42.1719,42.8323,43.2388,4.9656,4.9621,17.0706,17.1236,50.0,1,1,latent_distribution_outlier,1
IC_2725,LOT_D,W10,10.832,14.5392,37.4379,69.1685,2.4722,2.6853,11.5173,11.9313,50.0,1,1,early_drifter,1
IC_2726,LOT_F,W11,10.3366,11.539,12.3715,13.3527,1.8936,1.9478,13.0193,13.1366,50.0,1,1,normal,0
IC_2727,LOT_A,W03,11.028,12.1289,12.8205,13.7997,3.0003,3.0531,10.5502,10.669,50.0,1,1,normal,0
IC_2728,LOT_A,W07,13.6895,15.4035,16.5832,18.1888,2.8125,2.9491,12.3909,12.587,50.0,1,1,normal,0
IC_2729,LOT_F,W10,9.5595,10.7471,12.0249,11.6907,2.1446,2.2411,14.2702,14.5772,50.0,1,1,normal,0
IC_2730,LOT_A,W15,10.9043,11.8433,11.9184,12.9618,2.6404,2.7417,11.267,11.4466,50.0,1,1,normal,0
IC_2731,LOT_C,W20,12.1753,13.2236,14.6918,15.4922,2.0202,2.0531,13.1825,13.2883,50.0,1,1,normal,0
IC_2732,LOT_F,W09,10.9702,12.6403,13.5114,14.5279,1.7259,1.8574,13.0579,13.392,50.0,1,1,normal,0
IC_2733,LOT_D,W06,9.614,10.6723,11.5581,12.132,2.0776,2.167,11.1393,11.1757,50.0,1,1,normal,0
IC_2734,LOT_A,W17,7.9445,9.3707,10.6451,11.7315,2.5248,2.5922,10.7056,10.8045,50.0,1,1,normal,0
IC_2735,LOT_A,W08,8.6532,9.6386,10.9653,11.7869,2.4222,2.4751,9.5626,9.6357,50.0,1,1,normal,0
IC_2736,LOT_D,W16,9.1269,10.4505,11.4109,12.0878,2.3598,2.4051,11.0599,11.158,50.0,1,1,normal,0
IC_2737,LOT_C,W16,11.0955,12.9701,14.1974,15.3331,2.3522,2.4854,12.1553,12.4595,50.0,1,1,normal,0
IC_2738,LOT_D,W19,10.8052,11.956,13.802,13.4035,2.8316,2.9195,11.8485,11.912,50.0,1,1,normal,0
IC_2739,LOT_D,W05,9.6326,10.7522,12.1292,12.9414,2.249,2.3527,11.9921,12.0242,50.0,1,1,normal,0
IC_2740,LOT_E,W20,9.9773,11.1404,11.365,11.5696,1.876,1.973,12.9315,13.0553,50.0,1,1,normal,0
IC_2741,LOT_E,W15,9.3765,10.1347,10.8628,11.4961,2.5344,2.6483,12.5018,12.6458,50.0,1,1,normal,0
IC_2742,LOT_A,W11,7.3683,8.6882,9.7228,10.7803,2.314,2.435,10.0459,10.1877,50.0,1,1,normal,0
IC_2743,LOT_D,W17,9.5026,10.9819,12.9365,14.3427,2.7191,2.8252,11.0028,11.1735,50.0,1,1,normal,0
IC_2744,LOT_E,W07,10.8222,11.9379,12.8239,14.1315,2.0797,2.067,12.44,12.6296,50.0,1,1,normal,0
IC_2745,LOT_E,W18,10.0864,11.0988,12.0478,12.7318,2.6208,2.7002,11.4877,11.4278,50.0,1,1,normal,0
IC_2746,LOT_E,W07,9.0656,10.6097,12.0821,13.6353,2.598,2.6654,12.1914,12.2637,50.0,1,1,normal,0
IC_2747,LOT_F,W17,10.6911,11.2587,12.0731,13.842,1.8433,1.915,13.5288,13.5907,50.0,1,1,normal,0
IC_2748,LOT_A,W21,7.1663,8.8391,10.5035,10.9572,2.2901,2.3979,10.1727,10.35,50.0,1,1,normal,0
IC_2749,LOT_C,W06,12.9718,13.8996,14.554,15.1184,2.4237,2.5074,12.5008,12.5949,50.0,1,1,normal,0
IC_2750,LOT_F,W09,9.6201,10.515,11.5461,11.9362,2.067,2.1398,12.5895,12.8645,50.0,1,1,normal,0
IC_2751,LOT_E,W21,8.4111,9.5584,11.2644,11.3737,2.5275,2.6115,12.5825,12.8894,50.0,1,1,normal,0
IC_2752,LOT_A,W19,9.374,11.0031,12.2763,13.1234,2.6059,2.7358,11.5611,11.516,50.0,1,1,normal,0
IC_2753,LOT_C,W09,73.0034,81.9868,99.1033,122.1488,7.3067,7.8308,22.3322,23.2996,50.0,0,0,gross_failure,1
