component_id,lot_id,wafer_id,val_0h,val_24h,val_96h,val_168h,iddq_0h,iddq_24h,tpd_0h,tpd_24h,static_limit,static_pass_0h,static_pass_24h,defect_type,is_defective
IC_5598,LOT_A,W20,12.8073,17.4616,44.4582,77.9212,3.3145,3.5816,11.5326,12.0269,50.0,1,1,early_drifter,1
IC_4093,LOT_F,W15,9.6932,10.8298,12.4329,12.8256,2.1573,2.2423,14.4762,14.5572,50.0,1,1,normal,0
IC_4274,LOT_A,W13,7.1318,8.2649,9.846,10.0259,2.2746,2.366,9.5337,9.5588,50.0,1,1,normal,0
IC_6066,LOT_B,W02,7.0034,8.5238,10.3987,11.6588,2.3223,2.3934,9.6798,10.0039,50.0,1,1,normal,0
IC_1341,LOT_E,W07,8.6892,9.8493,11.1765,12.0806,1.6272,1.6961,12.7176,12.8919,50.0,1,1,normal,0
IC_3213,LOT_B,W01,8.4138,9.5979,11.0892,11.9337,2.4497,2.5176,9.8336,10.026,50.0,1,1,normal,0
IC_4522,LOT_A,W11,10.6006,12.1958,13.8047,14.8804,2.3191,2.4407,11.7454,11.9557,50.0,1,1,normal,0
IC_1457,LOT_C,W19,12.2645,13.8661,14.9729,15.6993,2.6047,2.7002,13.6327,13.8032,50.0,1,1,normal,0
IC_4882,LOT_F,W03,9.6954,10.9002,12.2038,13.6161,1.9564,2.086,13.9318,13.9936,50.0,1,1,normal,0
IC_1879,LOT_B,W18,10.043,11.7496,12.8838,13.9923,2.7024,2.7964,9.8983,10.0745,50.0,1,1,normal,0
IC_2344,LOT_F,W10,10.8941,12.0448,13.5611,14.2186,2.0871,2.2064,13.4898,13.5875,50.0,1,1,normal,0
IC_2258,LOT_C,W01,10.1721,11.7329,12.8641,14.0691,1.9655,2.062,11.8331,11.8445,50.0,1,1,normal,0
IC_3478,LOT_D,W01,9.6384,13.7883,37.8414,70.3776,2.5064,2.7392,11.0502,11.6311,50.0,1,1,early_drifter,1
IC_2847,LOT_A,W19,9.7183,11.546,13.2625,13.966,2.7387,2.8589,11.9202,12.1245,50.0,1,1,normal,0
IC_3101,LOT_F,W03,10.3131,11.7203,12.3119,13.0994,2.4566,2.5369,14.4776,14.7936,50.0,1,1,normal,0
IC_4571,LOT_D,W16,10.4623,11.7462,12.5823,12.6188,2.5999,2.6703,12.4521,12.5895,50.0,1,1,normal,0
IC_3360,LOT_C,W11,11.9619,13.1076,13.7352,14.6984,2.1045,2.1425,12.8127,12.9524,50.0,1,1,normal,0
IC_3957,LOT_B,W10,8.7847,14.3793,45.9712,86.2809,2.558,2.9042,13.0003,13.7866,50.0,1,1,early_drifter,1
IC_2829,LOT_A,W11,10.5757,11.6248,12.0842,12.5032,2.6675,2.7127,13.2759,13.2654,50.0,1,1,normal,0
IC_4359,LOT_D,W23,10.6136,11.6928,13.0355,13.4264,2.5113,2.5672,11.7809,11.9481,50.0,1,1,normal,0
IC_3500,LOT_A,W19,10.9544,11.8418,13.4451,13.905,2.1987,2.2356,11.6902,11.7271,50.0,1,1,normal,0
IC_3018,LOT_B,W23,10.7905,11.3479,12.7926,12.8373,2.3409,2.3417,12.202,12.2736,50.0,1,1,normal,0
IC_1079,LOT_C,W08,13.4239,14.5419,15.1822,15.9962,2.479,2.517,11.6067,11.7728,50.0,1,1,normal,0
IC_6608,LOT_C,W24,13.9129,15.4774,17.4217,17.8274,2.3026,2.4193,11.6473,11.8549,50.0,1,1,normal,0
IC_1321,LOT_B,W17,7.4009,8.3938,9.6574,10.8324,2.3182,2.3547,9.6257,9.6073,50.0,1,1,normal,0
IC_5664,LOT_A,W05,11.0158,12.4049,13.3161,14.3764,2.9217,3.0325,12.1544,12.386,50.0,1,1,normal,0
IC_6432,LOT_A,W09,7.2105,9.1265,10.9568,12.0029,1.7818,1.8674,9.1421,9.2095,50.0,1,1,normal,0
IC_2172,LOT_A,W17,8.4326,13.1223,40.3877,76.5149,2.447,2.723,10.5538,11.178,50.0,1,1,early_drifter,1
IC_6500,LOT_E,W19,9.8245,10.8191,12.1147,12.3598,2.241,2.2673,13.345,13.613,50.0,1,1,normal,0
IC_1077,LOT_D,W01,8.2341,8.9505,10.2577,10.7215,2.1914,2.302,9.6894,10.0044,50.0,1,1,normal,0
IC_4669,LOT_C,W05,12.5242,13.5489,14.7666,15.3241,2.3793,2.4219,12.2276,12.2024,50.0,1,1,normal,0
IC_1207,LOT_C,W09,8.4188,9.3643,10.3833,11.0915,1.926,1.9801,12.0294,12.1294,50.0,1,1,normal,0
IC_3614,LOT_D,W21,9.845,11.1434,12.7974,13.4813,2.0669,2.1306,10.7691,10.8893,50.0,1,1,normal,0
IC_2090,LOT_F,W20,11.3412,16.4516,45.3165,84.1886,1.796,2.0904,14.3392,14.9012,50.0,1,1,early_drifter,1
IC_5635,LOT_C,W05,12.1094,13.9002,15.4702,16.6009,2.4527,2.5758,11.0673,11.0913,50.0,1,1,normal,0
IC_1000,LOT_A,W21,11.1904,12.3577,13.7634,14.8474,2.3634,2.4211,11.8059,11.8066,50.0,1,1,normal,0
IC_6536,LOT_D,W04,12.247,13.5279,15.3598,16.3705,2.6115,2.6606,12.571,12.7104,50.0,1,1,normal,0
IC_6184,LOT_B,W09,7.7957,8.5625,9.7278,10.444,2.7782,2.8159,9.8126,9.8663,50.0,1,1,normal,0
IC_1314,LOT_B,W13,12.4091,13.2844,14.2072,15.233,2.7308,2.7745,10.3322,10.3819,50.0,1,1,normal,0
IC_6747,LOT_F,W15,12.8025,14.5676,15.7411,15.6511,2.4363,2.5277,13.7297,14.1089,50.0,1,1,normal,0
IC_6927,LOT_D,W13,32.2526,34.3522,35.7568,37.972,4.2976,4.4535,15.0873,15.3327,50.0,1,1,latent_distribution_outlier,1
IC_4871,LOT_A,W21,8.6704,10.016,11.5891,12.2505,2.1639,2.2654,11.2778,11.4481,50.0,1,1,normal,0
IC_3067,LOT_F,W12,11.7865,13.3352,14.6414,15.5466,2.604,2.6924,14.5593,14.7927,50.0,1,1,normal,0
IC_1256,LOT_E,W06,8.5088,9.3578,10.2045,11.3036,2.1971,2.2586,12.2518,12.5917,50.0,1,1,normal,0
IC_2285,LOT_F,W20,11.427,12.6866,14.0915,14.2016,1.7783,1.878,12.7722,12.813,50.0,1,1,normal,0
IC_6019,LOT_C,W03,12.7645,13.8897,14.9154,16.3006,2.3447,2.3772,12.7032,12.9136,50.0,1,1,normal,0
IC_3866,LOT_D,W07,9.9186,11.1388,11.9882,12.176,2.0935,2.1252,13.7088,13.9984,50.0,1,1,normal,0
IC_1505,LOT_D,W10,9.6072,11.0103,13.1029,13.7767,2.7703,2.7872,11.4189,11.5647,50.0,1,1,normal,0
IC_4187,LOT_D,W21,9.1166,10.4899,11.5341,11.8922,2.5241,2.6207,11.5867,11.7749,50.0,1,1,normal,0
IC_3270,LOT_A,W08,11.2938,12.6369,14.3292,14.5363,2.1736,2.2033,11.9337,12.1902,50.0,1,1,normal,0
IC_2063,LOT_A,W09,11.2959,12.9234,13.5263,14.6466,2.8996,2.9592,10.1766,10.4697,50.0,1,1,normal,0
IC_1603,LOT_A,W17,6.7015,7.3951,8.0645,9.2601,2.3533,2.3913,11.3331,11.4973,50.0,1,1,normal,0
IC_1784,LOT_D,W20,9.9391,10.6485,11.611,12.5395,2.6244,2.6617,11.6054,11.5586,50.0,1,1,normal,0
IC_1219,LOT_E,W10,10.6336,12.2308,13.6672,15.0633,2.4252,2.5473,13.6905,13.9664,50.0,1,1,normal,0
IC_3783,LOT_C,W19,11.4263,13.0171,14.8913,15.4207,2.3626,2.4801,10.3691,10.6739,50.0,1,1,normal,0
IC_2749,LOT_C,W06,12.9718,13.8996,14.554,15.1184,2.4237,2.5074,12.5008,12.5949,50.0,1,1,normal,0
IC_5904,LOT_B,W20,8.3292,9.9888,11.4803,12.3999,2.4412,2.5705,10.7365,10.9189,50.0,1,1,normal,0
IC_3039,LOT_B,W20,10.047,10.9839,11.4348,12.518,2.8,2.8277,11.0345,11.147,50.0,1,1,normal,0
IC_4337,LOT_C,W11,9.3764,11.1377,12.6272,14.1886,2.0224,2.1314,11.6686,11.9784,50.0,1,1,normal,0
IC_1091,LOT_F,W03,11.5036,12.7254,13.9746,14.3196,1.497,1.5539,13.7001,13.8452,50.0,1,1,normal,0
IC_3729,LOT_C,W08,10.3333,16.1333,48.4631,91.0541,1.8618,2.2108,12.6578,13.4755,50.0,1,1,early_drifter,1
IC_2182,LOT_E,W19,7.6429,8.9512,9.6125,10.1715,1.7692,1.8915,11.7525,11.8933,50.0,1,1,normal,0
IC_5869,LOT_B,W06,43.5249,45.0037,46.6256,47.7235,5.4582,5.5744,16.0994,16.3721,50.0,1,1,latent_distribution_outlier,1
IC_2983,LOT_F,W16,8.6605,10.2136,11.7449,12.6912,2.497,2.6083,13.832,14.1924,50.0,1,1,normal,0
IC_2850,LOT_A,W03,9.8327,10.37,11.2474,11.7124,2.5906,2.6043,11.2733,11.4158,50.0,1,1,normal,0
IC_5049,LOT_A,W05,7.9913,9.2585,10.7406,11.474,2.2814,2.4079,11.6263,11.756,50.0,1,1,normal,0
IC_4822,LOT_A,W02,8.8,10.6909,12.6217,13.543,2.7313,2.8408,11.7377,11.924,50.0,1,1,normal,0
IC_2312,LOT_B,W06,7.1484,8.1149,9.8155,10.5372,1.9617,2.0587,12.6128,12.6138,50.0,1,1,normal,0
IC_1779,LOT_D,W22,10.6693,11.9404,13.5005,14.9108,2.6438,2.7541,10.9553,11.1677,50.0,1,1,normal,0
IC_5599,LOT_C,W03,11.1856,12.1001,13.2161,13.9657,2.3373,2.3802,11.986,12.1473,50.0,1,1,normal,0
IC_1067,LOT_F,W20,10.7756,12.4537,14.3656,14.5972,2.6282,2.7348,13.1666,13.4104,50.0,1,1,normal,0
IC_3406,LOT_A,W20,44.9807,46.101,48.4616,48.5678,5.3993,5.507,15.6277,15.8776,50.0,1,1,latent_distribution_outlier,1
IC_1860,LOT_B,W08,8.5266,10.339,11.5941,12.2697,2.6596,2.765,10.7329,11.1025,50.0,1,1,normal,0
IC_3999,LOT_A,W21,13.6375,15.0086,16.4371,17.5893,3.029,3.1128,11.7971,12.1627,50.0,1,1,normal,0
IC_3912,LOT_C,W18,11.2163,12.5091,13.1865,14.2758,2.398,2.4934,12.6513,12.9397,50.0,1,1,normal,0
IC_1485,LOT_C,W07,13.4746,14.2283,15.0982,15.5713,2.5003,2.5515,13.3875,13.2798,50.0,1,1,normal,0
IC_1928,LOT_F,W05,11.5815,12.8915,14.5218,15.058,1.9862,2.1091,14.1812,14.2258,50.0,1,1,normal,0
IC_4535,LOT_F,W14,12.0591,17.0221,43.478,78.2883,2.0707,2.3447,13.4379,14.0567,50.0,1,1,early_drifter,1
IC_6017,LOT_E,W10,11.6174,12.6919,14.0737,14.3537,1.6692,1.7623,12.9596,13.3346,50.0,1,1,normal,0
IC_2496,LOT_B,W17,10.8483,12.2987,13.6334,14.1117,2.7677,2.8214,10.9902,11.186,50.0,1,1,normal,0
IC_5784,LOT_D,W17,11.5042,12.9802,13.8302,14.68,2.424,2.508,13.0664,13.335,50.0,1,1,normal,0
IC_6265,LOT_D,W21,11.5324,12.8942,14.2279,14.8016,2.7516,2.8597,11.7155,11.8241,50.0,1,1,normal,0
IC_3169,LOT_D,W16,32.3971,35.0781,37.0945,37.1665,3.9578,4.1325,14.9793,15.2362,50.0,1,1,latent_distribution_outlier,1
IC_5821,LOT_B,W12,9.9347,10.4361,12.0198,12.3007,2.5651,2.6457,12.1523,12.2979,50.0,1,1,normal,0
IC_5668,LOT_C,W17,10.4619,11.84,12.7309,14.0538,2.0255,2.1031,10.6465,10.8106,50.0,1,1,normal,0
IC_2617,LOT_D,W06,8.674,9.6114,10.1867,11.0636,2.2855,2.3128,11.341,11.5514,50.0,1,1,normal,0
IC_4619,LOT_D,W06,11.9435,13.0968,13.8686,14.7055,2.4945,2.6091,10.9069,10.9895,50.0,1,1,normal,0
IC_6373,LOT_C,W02,13.8072,15.5316,17.0349,17.9647,2.1305,2.2119,11.8754,12.0897,50.0,1,1,normal,0
IC_1086,LOT_F,W20,9.6028,10.2238,11.266,12.0221,1.824,1.8132,13.9652,14.0428,50.0,1,1,normal,0
IC_3207,LOT_A,W06,8.6312,10.4692,11.6411,12.8435,2.5415,2.6978,10.9372,11.0641,50.0,1,1,normal,0
IC_2752,LOT_A,W19,9.374,11.0031,12.2763,13.1234,2.6059,2.7358,11.5611,11.516,50.0,1,1,normal,0
IC_6787,LOT_E,W15,12.8682,14.2111,15.8646,16.8714,2.6806,2.7484,12.263,12.4711,50.0,1,1,normal,0
IC_6213,LOT_E,W05,7.9644,9.3223,10.1761,11.181,1.8749,1.9898,11.8744,11.992,50.0,1,1,normal,0
IC_4044,LOT_C,W04,14.0,18.8493,47.7562,88.4283,2.7024,2.9391,11.4384,12.0508,50.0,1,1,early_drifter,1
IC_4224,LOT_E,W23,10.1424,10.7666,11.503,12.0984,2.3026,2.3823,12.5308,12.5716,50.0,1,1,normal,0
IC_2528,LOT_B,W13,8.3406,9.2392,10.1146,10.5963,2.4445,2.4906,10.5987,10.862,50.0,1,1,normal,0
IC_2370,LOT_C,W20,12.7559,14.184,15.4107,15.9065,2.2902,2.3873,12.4404,12.7117,50.0,1,1,normal,0
IC_6110,LOT_B,W04,9.7378,10.8525,11.7002,12.4936,2.288,2.3248,10.5136,10.7542,50.0,1,1,normal,0
IC_6214,LOT_C,W20,12.7664,14.2056,16.0328,16.2903,2.2054,2.221,12.9602,13.1175,50.0,1,1,normal,0
IC_1937,LOT_D,W02,10.9761,12.5505,13.4148,14.7882,2.4343,2.5273,11.0875,11.2526,50.0,1,1,normal,0
IC_6336,LOT_B,W24,14.1586,15.7521,17.0789,17.6827,2.6553,2.741,13.6886,13.6727,50.0,1,1,normal,0
IC_6288,LOT_F,W13,8.9054,10.4055,12.1638,13.3348,2.1074,2.2012,13.5,13.6556,50.0,1,1,normal,0
IC_5402,LOT_C,W08,12.2104,13.7383,15.0254,15.8361,2.3701,2.4799,12.1361,12.2979,50.0,1,1,normal,0
IC_6218,LOT_A,W04,11.0915,12.2899,13.7188,14.069,2.624,2.7151,10.8075,10.8996,50.0,1,1,normal,0
IC_3098,LOT_F,W18,10.7347,11.8881,13.51,13.8355,1.8883,2.0006,12.7561,13.1364,50.0,1,1,normal,0
IC_4962,LOT_A,W15,7.6633,8.6389,9.0293,10.8592,2.2271,2.3142,11.0489,11.3074,50.0,1,1,normal,0
IC_4881,LOT_B,W01,8.039,9.7226,11.2135,12.6152,2.3346,2.4644,11.3375,11.6056,50.0,1,1,normal,0
IC_6609,LOT_E,W23,7.9536,8.8337,9.4208,9.9298,1.7984,1.8556,11.6526,11.6817,50.0,1,1,normal,0
IC_4414,LOT_C,W09,10.9178,14.5915,36.0135,64.0245,1.9229,2.172,12.5112,13.1076,50.0,1,1,early_drifter,1
IC_1525,LOT_A,W22,8.9304,10.5769,12.6918,13.6447,2.6982,2.8144,10.7879,10.9917,50.0,1,1,normal,0
IC_6159,LOT_A,W17,9.6936,10.8972,11.6549,13.0124,2.6231,2.7198,10.6724,10.7143,50.0,1,1,normal,0
IC_5065,LOT_C,W24,12.0152,13.0808,14.2051,15.3819,2.23,2.3029,10.3103,10.3079,50.0,1,1,normal,0
IC_2903,LOT_C,W13,9.7847,11.0323,12.0874,12.7509,1.9799,2.0471,11.1479,11.4411,50.0,1,1,normal,0
IC_2428,LOT_F,W18,8.892,10.1563,11.6367,12.4422,2.2632,2.314,12.6145,12.6761,50.0,1,1,normal,0
IC_2230,LOT_A,W13,10.9179,11.8397,12.5386,13.3123,2.3935,2.4371,12.9225,12.9109,50.0,1,1,normal,0
IC_6843,LOT_A,W21,74.3545,83.4119,90.3049,106.2283,7.5181,8.0421,22.6472,23.7762,50.0,0,0,gross_failure,1
IC_6039,LOT_C,W18,9.9087,10.6669,11.6652,11.9447,2.0931,2.1865,11.6612,11.6835,50.0,1,1,normal,0
IC_2744,LOT_E,W07,10.8222,11.9379,12.8239,14.1315,2.0797,2.067,12.44,12.6296,50.0,1,1,normal,0
IC_1626,LOT_B,W16,10.1564,10.8304,12.283,12.4879,2.7026,2.7231,9.8076,9.9315,50.0,1,1,normal,0
IC_1681,LOT_C,W14,10.695,11.6061,13.2795,13.1628,2.1617,2.2275,11.2663,11.318,50.0,1,1,normal,0
IC_3903,LOT_A,W15,8.3304,9.1957,10.0958,10.9077,2.8114,2.8335,11.4692,11.432,50.0,1,1,normal,0
IC_6837,LOT_B,W07,9.8047,10.4521,11.6671,13.0729,2.2369,2.3144,9.7366,9.8513,50.0,1,1,normal,0
IC_3385,LOT_E,W12,12.7708,14.1489,15.7087,17.287,2.6734,2.7622,13.1574,13.266,50.0,1,1,normal,0
IC_1606,LOT_D,W15,9.5123,10.4,11.2328,11.8235,2.7041,2.7717,10.7073,10.7469,50.0,1,1,normal,0
IC_3612,LOT_E,W14,10.4931,12.0241,13.4607,14.1316,2.5826,2.73,12.2592,12.361,50.0,1,1,normal,0
IC_5381,LOT_C,W04,11.8994,12.8805,13.7256,14.544,2.1285,2.1508,13.3786,13.4637,50.0,1,1,normal,0
IC_5195,LOT_E,W07,10.6901,16.9049,49.2287,91.5237,2.2582,2.6058,12.1839,12.8294,50.0,1,1,early_drifter,1
IC_6120,LOT_C,W01,61.7001,71.5026,87.9424,114.1925,6.1923,6.8239,21.1442,22.3491,50.0,0,0,gross_failure,1
IC_6086,LOT_B,W01,9.6458,10.9449,12.3373,12.9164,2.2828,2.3505,10.9407,11.1298,50.0,1,1,normal,0
IC_1334,LOT_A,W15,13.7156,15.2699,16.2795,16.8848,2.7591,2.8654,12.4867,12.7701,50.0,1,1,normal,0
IC_3509,LOT_C,W11,12.7499,13.599,14.7386,15.5503,2.1194,2.1694,11.6551,11.6279,50.0,1,1,normal,0
IC_6339,LOT_F,W20,9.4485,10.8324,12.5104,13.4929,2.0247,2.0887,11.4506,11.4928,50.0,1,1,normal,0
IC_1078,LOT_E,W15,12.4095,14.0255,15.4092,16.5985,2.3612,2.4747,12.2936,12.389,50.0,1,1,normal,0
IC_6106,LOT_E,W16,11.4442,12.3022,13.3312,13.8397,2.324,2.3939,12.1634,12.4388,50.0,1,1,normal,0
IC_1560,LOT_D,W06,10.4327,12.1093,13.1859,14.4982,2.7828,2.8689,12.3838,12.6648,50.0,1,1,normal,0
IC_5798,LOT_E,W11,7.6941,8.6251,9.6258,9.9969,2.0489,2.1443,12.8919,12.9587,50.0,1,1,normal,0
IC_3146,LOT_A,W14,13.5237,15.3055,16.9763,17.9614,3.1837,3.1945,10.7596,11.0663,50.0,1,1,normal,0
IC_2762,LOT_C,W02,10.1664,11.1838,11.9535,12.4529,2.0184,2.0983,11.0087,11.1381,50.0,1,1,normal,0
IC_2331,LOT_F,W08,10.1762,11.0772,11.9656,12.6482,2.0938,2.1053,13.3113,13.4629,50.0,1,1,normal,0
IC_1117,LOT_F,W20,10.5438,11.7498,12.6652,13.8757,2.2685,2.3421,14.1956,14.5603,50.0,1,1,normal,0
IC_3274,LOT_F,W14,11.836,13.2621,14.6477,15.8729,2.2824,2.3771,12.2744,12.4286,50.0,1,1,normal,0
IC_3831,LOT_B,W15,9.5395,10.2196,11.2068,11.6855,2.3396,2.4052,10.4593,10.4379,50.0,1,1,normal,0
IC_6847,LOT_F,W11,10.4855,11.4715,12.4061,12.6475,1.9776,2.0172,14.1127,14.1977,50.0,1,1,normal,0
IC_6130,LOT_F,W03,10.5074,11.3013,12.6117,13.8339,2.1844,2.2076,14.2303,14.4789,50.0,1,1,normal,0
IC_5237,LOT_B,W19,9.7759,11.0203,12.2224,13.1785,2.4666,2.4997,12.7692,12.8501,50.0,1,1,normal,0
IC_1573,LOT_A,W21,13.1972,14.2798,15.5171,16.736,2.5495,2.6295,11.8332,11.9678,50.0,1,1,normal,0
IC_2388,LOT_C,W01,13.3281,14.5573,15.6671,16.9179,2.4635,2.5679,11.8723,11.9365,50.0,1,1,normal,0
IC_4700,LOT_B,W13,8.1463,9.8022,11.5611,12.6879,2.7755,2.8942,12.2328,12.1709,50.0,1,1,normal,0
IC_3578,LOT_F,W04,8.9652,9.6803,11.4693,11.4134,2.306,2.3563,12.4922,12.4003,50.0,1,1,normal,0
IC_3754,LOT_C,W24,11.8734,12.5025,13.9423,13.8751,2.2932,2.3609,11.8374,12.0087,50.0,1,1,normal,0
IC_4582,LOT_F,W22,8.679,10.1733,12.0116,12.7299,2.3069,2.3956,13.117,13.3838,50.0,1,1,normal,0
IC_1419,LOT_B,W24,7.7536,8.6745,9.9465,10.9663,2.9001,2.9728,12.8333,12.7576,50.0,1,1,normal,0
IC_3841,LOT_C,W19,12.6475,13.4892,14.7196,15.2832,2.4653,2.4964,12.9438,12.9459,50.0,1,1,normal,0
IC_5887,LOT_E,W11,9.2235,9.9203,10.8309,11.7074,1.9035,1.9232,10.7963,10.8104,50.0,1,1,normal,0
IC_6454,LOT_B,W04,10.7453,11.4339,12.2353,12.8321,2.8333,2.8699,11.6163,11.6772,50.0,1,1,normal,0
IC_6660,LOT_C,W11,11.0244,16.1665,46.5042,87.6027,1.9311,2.2263,11.8499,12.5257,50.0,1,1,early_drifter,1
IC_1793,LOT_D,W04,11.1653,17.341,53.8819,100.161,2.3694,2.8188,10.5683,11.2375,50.0,1,1,early_drifter,1
IC_4026,LOT_B,W05,6.3668,7.4493,8.2978,9.1863,2.219,2.2317,10.9563,11.1513,50.0,1,1,normal,0
IC_3223,LOT_D,W14,9.7483,11.2219,12.6296,13.9089,2.5197,2.6128,12.6706,12.8893,50.0,1,1,normal,0
IC_6627,LOT_A,W04,7.0476,8.954,10.4068,11.6551,2.0989,2.2318,11.8188,12.0061,50.0,1,1,normal,0
IC_3481,LOT_E,W17,12.1716,13.0677,13.9965,14.4911,2.2467,2.3323,11.9578,12.0868,50.0,1,1,normal,0
IC_1192,LOT_A,W09,14.2005,15.8524,16.9918,18.1494,2.751,2.8541,12.2979,12.3296,50.0,1,1,normal,0
IC_5277,LOT_C,W13,8.7151,9.8056,10.9027,11.3023,2.4126,2.5483,11.3552,11.6112,50.0,1,1,normal,0
IC_5521,LOT_C,W20,8.8808,10.3793,11.7729,12.9864,1.9741,2.0711,11.4375,11.6429,50.0,1,1,normal,0
IC_3648,LOT_F,W15,11.5539,12.6605,13.9841,15.5411,2.4051,2.4874,12.1968,12.3509,50.0,1,1,normal,0
IC_1780,LOT_F,W16,11.7914,13.154,13.989,14.365,2.3795,2.4864,13.7688,13.9367,50.0,1,1,normal,0
IC_2323,LOT_D,W08,10.205,11.1984,12.0783,12.8792,2.4605,2.5548,10.9825,11.1452,50.0,1,1,normal,0
IC_1250,LOT_D,W16,10.0408,11.5045,12.6123,13.5097,2.2861,2.3195,12.2336,12.4687,50.0,1,1,normal,0
IC_6524,LOT_C,W09,11.4312,12.5687,13.4744,13.9809,2.3219,2.41,10.9994,11.0605,50.0,1,1,normal,0
IC_1618,LOT_C,W22,10.9982,12.1981,13.6576,14.4528,2.1941,2.3077,10.3651,10.5741,50.0,1,1,normal,0
IC_6808,LOT_E,W22,8.8859,9.7359,10.911,10.8269,1.9975,1.992,13.1157,13.1472,50.0,1,1,normal,0
IC_5843,LOT_D,W20,8.4819,9.2532,10.5272,11.1067,2.0532,2.0855,9.9284,10.1908,50.0,1,1,normal,0
IC_5481,LOT_C,W07,11.9023,13.0917,14.8217,16.1183,2.3081,2.3608,11.9439,12.173,50.0,1,1,normal,0
IC_5693,LOT_B,W23,8.14,9.3131,10.0996,10.9474,2.4923,2.5413,10.2693,10.3945,50.0,1,1,normal,0
IC_2646,LOT_B,W21,9.4737,10.1909,10.931,12.1365,2.9899,3.0051,11.6424,11.7961,50.0,1,1,normal,0
IC_1840,LOT_C,W21,12.0399,12.9137,13.3792,14.3319,2.079,2.1131,11.1582,11.2604,50.0,1,1,normal,0
IC_4265,LOT_F,W16,10.6113,11.9716,13.8956,15.1794,2.1075,2.1722,13.4223,13.6506,50.0,1,1,normal,0
IC_6654,LOT_B,W12,10.1787,11.3532,11.6871,12.0207,2.4462,2.5229,11.2852,11.4933,50.0,1,1,normal,0
IC_5134,LOT_D,W17,12.4292,13.8473,15.0674,15.896,2.6996,2.7304,11.631,11.9855,50.0,1,1,normal,0
IC_5321,LOT_A,W17,8.699,9.4606,10.4422,10.5007,2.2736,2.3088,11.704,11.849,50.0,1,1,normal,0
IC_6707,LOT_C,W16,8.6657,10.0929,12.4467,13.0099,2.008,2.027,12.237,12.2691,50.0,1,1,normal,0
IC_1842,LOT_E,W03,11.3973,12.4088,13.8137,13.8616,2.2196,2.3156,13.5815,13.5122,50.0,1,1,normal,0
IC_5231,LOT_D,W04,10.4091,11.5105,12.7012,13.6388,3.0114,3.0701,11.7274,11.8853,50.0,1,1,normal,0
IC_3126,LOT_F,W15,11.403,12.1302,13.32,13.8757,1.8015,1.8479,12.6547,12.8752,50.0,1,1,normal,0
IC_6203,LOT_C,W12,12.943,14.6071,15.8494,17.3055,2.1565,2.2384,11.5068,11.7269,50.0,1,1,normal,0
IC_2817,LOT_D,W03,8.9275,9.8353,11.1462,11.504,2.4722,2.5419,12.2201,12.3307,50.0,1,1,normal,0
IC_5690,LOT_F,W02,9.2932,10.4807,10.8275,11.5997,1.7979,1.8469,13.8232,13.899,50.0,1,1,normal,0
IC_4869,LOT_B,W04,84.7825,94.2145,112.6371,128.6672,8.8365,9.3839,24.1644,25.3981,50.0,0,0,gross_failure,1
IC_6081,LOT_A,W23,11.7421,13.4092,15.2165,16.132,2.9586,3.0417,12.5368,12.6375,50.0,1,1,normal,0
IC_2249,LOT_D,W12,10.9517,12.0681,13.0964,13.9809,2.5022,2.5863,11.9805,12.154,50.0,1,1,normal,0
IC_4586,LOT_E,W21,13.5037,14.5338,16.0287,16.2419,2.504,2.5753,13.1734,13.3059,50.0,1,1,normal,0
IC_5028,LOT_C,W21,9.6059,10.2095,10.974,11.6842,1.857,1.8564,11.6724,11.7515,50.0,1,1,normal,0
IC_5303,LOT_D,W10,8.3319,9.2919,10.336,10.1971,2.6396,2.6672,11.0861,11.2504,50.0,1,1,normal,0
IC_3644,LOT_C,W17,10.9915,11.7977,12.9654,13.4527,2.3853,2.4082,10.7932,11.0355,50.0,1,1,normal,0
IC_2743,LOT_D,W17,9.5026,10.9819,12.9365,14.3427,2.7191,2.8252,11.0028,11.1735,50.0,1,1,normal,0
IC_4154,LOT_E,W09,13.9091,15.4195,17.3563,18.3709,2.1283,2.1939,12.0574,12.2856,50.0,1,1,normal,0
IC_3658,LOT_E,W19,9.2908,10.4558,10.7252,11.5105,2.0032,2.0506,11.7422,12.0165,50.0,1,1,normal,0
IC_5060,LOT_E,W02,11.8538,12.6164,14.2519,14.5244,2.2415,2.2642,13.3051,13.4378,50.0,1,1,normal,0
IC_2645,LOT_D,W01,9.6801,10.6604,11.7967,12.1031,2.3891,2.4668,12.2858,12.4768,50.0,1,1,normal,0
IC_1411,LOT_E,W10,8.4042,9.6251,11.0051,11.1933,2.5031,2.5931,12.2216,12.346,50.0,1,1,normal,0
IC_4028,LOT_A,W14,12.6956,13.4737,14.2047,15.3331,2.6088,2.629,11.9825,12.1222,50.0,1,1,normal,0
IC_2674,LOT_F,W11,11.6949,13.1944,14.9547,15.7192,2.3266,2.4158,14.4979,14.6957,50.0,1,1,normal,0
IC_6896,LOT_F,W18,9.287,10.2661,10.8318,11.7395,1.8032,1.8895,14.2067,14.2151,50.0,1,1,normal,0
IC_6181,LOT_E,W07,10.6491,12.0089,13.6224,14.0853,2.2095,2.2677,11.3877,11.5151,50.0,1,1,normal,0
IC_1629,LOT_B,W05,8.0648,8.8511,10.226,10.9306,2.4747,2.5082,10.5883,10.5371,50.0,1,1,normal,0
